scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
F D B' R' L B' U' F B2 L R2 U' D2 B' R' U R D' F' L2 U2 R',,D2 U' F U R B' U2,D2 R B2 L' R2 D2 L,R' B R' B2 D' B,D' R D' R' D2 R2,D R D2 R' D' R D R',D' B' L' B R' B' L B R,B2 L2 D' L2 U B2 U' B2 D B2,53
D L2 F L2 R D R L' D2 B F L2 B U F2 U' F' U2 D' B' D' U',,F D B' R U' L,B D B2 D2 B R' B2,F D2 F2 R F,B D R2 D' R2 B',F D' B2 D F' D' B2,F' D2 B' F D L2 D L2 D' L2 B,D B2 L2 D' L2 U B2 U' B2 D B2,53
U B' D2 L2 D B2 L' F L' D B2 F D L2 U2 D2 R2 F2 U F',,L D' L2 B2 F' U2,B' D B',F' R F2 D2 F',D2 R2 D' R D' R,D' R D2 R',D2 L2 B2 L F2 L' B2 L F2 L,D2 F2 U B2 U R2 B U F' U2 B U' F' D',48
R F U' L2 U' B F2 D2 R L B F2 L' F' R' B F2 D L2 R D' F' U' L' R2,,L F' U2 L F2 L',L B2 L2 B R B' L,R F D2 F2 R F,D R2 D2 R D R' D R2,R' D2 R' D' R',D' L2 B2 L F2 L' B2 L F2 L,D2 L' D2 L B R D' R' D' B' D' L B' L' B D2,58
F' D2 L' B' L D2 U2 R' D R F' L R2 D2 L F2 U L B' U' L' B R' L,,U' R' B' F2 U2,D2 B' R' B2 R2 D2 B',R2 B R' B2 D' B,D R' D2 R,R' D R D2 R2 D' R2,B' D F D' B D F',D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',52
F' D' L' F2 D' F D R' D' L D U' R U F' L2 B2 L F2 B2 U2 D R' B',,R2 D2 L U' L F',D2 F' L U' L' F,F' R' F2 D2 F',R' D2 R D2 R' D' R,R2 D' R' D2 R D2 R',D F' R' B' R F R' B R,D' L' R' D2 L R B D' F D2 B' D F' D',54
R D U' L2 F2 B' L2 R D' F' U R' U2 B2 U2 L2 F2 B U2 B2 F' L2 B',,B D' L' B2 U2,D F' R2 F D B',B' R' D R B,R' D R D' R D2 R2,R D' R' D2 R D2 R',R' D' R D' R' D2 R,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,52
U B' F2 L2 U2 B2 R' B R' U D B' F' U2 R2 F' U L2 U' R' L' D' R B2,,L2 B U R' D' F,R B2 U R2 U' B,F D' B F2 R' B' F,R' D' R' D2 R2,D L D' R D L' R',B D' F' D B' D' F,R' U F2 L2 U L' B2 L U' L2 F2 U' R,51
L' U' B' F L2 U' F' D B F' D2 F' U' F' U2 F' D L F2 B D2,,R2 D' L D2 F L',R D R2 B' R D2 B',F' R2 F2 D F',D' R2 D2 R D R' D R2,R' D R D' R D2 R',D F' R' B' R F R' B R,D' F' R F' L2 F R' F' L2 F2 D,53
D2 F B2 D2 L2 F' R2 B D' R' F' B' L' U L' B U' R' B F' R B' L' U B,,R U F2 L B2 R' U,R' D B2 R2 B,D2 B F' R' B' F,D2 R' D R D' R' D' R,R D2 R' U' L B2 L' U,B' L' B R' B' L B R,D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D,55
U' F L F' D U R D' L' B2 F2 L2 R' B L D L B D L R2,,R2 B D B U2,D' B' R2 D B R B2,B F' R B' F,R' D2 R D R' D2 R,D2 R' D R',D2 F' R' B' R F R' B R,D F' R F' L2 F R' F' L2 F2 D',48
R' D' F U' B' L2 F R' B' F' L D L' U2 R' L2 B' R' D' U2 R',,U R' F' L' B U' L2,B' D B' R2 D2 B',R' B' F D' B F',R D2 R2 D' R2 D' R',R2 D2 R' D' R2,D' B' L' B R' B' L B R,D' B2 U' L2 D L2 B2 U R2 D' R2 D,52
L' F2 D' F2 U D' R2 F U B' D F B' R D L B' R' U' B2 L R2 B2 U2,,D2 F' U2 L' F2 U',B' D2 L' D L B',D' B R' B',D' R2 D' R,D' F D' B2 D F' D' B2,D' B' L' B R' B' L B R,D F2 U B2 U R2 B U F' U2 B U' F' D' D',52
F' U2 L2 U2 F U F L2 F' R' B R L2 U2 D2 R2 U2 B' L' B U2 F2,,U L F2 L2 F L',B F D2 F' D' B',R F D2 F2 R F,R2 D' R2 D' R,L' F2 U' R' U F2 L,R' D' R D' R' D2 R,D' B2 L2 D' L2 U B2 U' B2 D B2 D,49
D R' B2 D2 L2 D2 U R B D' L U L' U' D' B D2 B' F' L2 U' B2 R2,,L' B2 D B' F' L,D2 B R' D R2 B2,F' R F2 D F',D' L' D R' D' L R,R D' R D' R2,D L' D2 L2 D L2 D L2 D2 L',D' B2 D' L R' B2 L' R D' B2 D2 D2,51
F L R U D B F D F D U' F2 R2 F' R2 D L' B2 D' R U',,L' F' U R B' L' U2,L R B L' B',R2 B' F D' B F',B' U2 B D2 B' U2 B,R' D R' D' R2,D' L2 B2 L F2 L' B2 L F2 L,D' B2 L2 D' L2 U B2 U' B2 D B2 D',52
F' B' L U R' U R D2 L F B2 L' U2 B' L' R' F2 R' U' F' L B' D R' U2,,B' D2 U' L2 B' L,B2 R D2 B' R2 B,B' D' B,D' R' D R' D' R2,R D2 R' D' R D R',D' B' L' B R' B' L B R,L' D2 L B R D' R' D' B' D' L B' L' B D',52
F2 D R F' L2 B' D U' L U D2 B2 L' F2 L2 U2 F' L B D2 F2 U',,D B' U' L D F2,R2 B2 R' D R2 B2,F' R F2 D F',D B' D F2 D' B D F2,R' D2 R2 D R D' R2,D L2 B2 L F2 L' B2 L F2 L,D D' F2 U' B2 U' L2 B' U' F U2 B' U F D,57
L' F2 D' R' F U2 D2 F' B2 U' F2 B2 L2 D U2 R2 L D' U' F2 U',,D' F D2 F L2,B2 D B',D' B R' B',R2 B2 R B2 L' D2 L R,R' D2 R D R2,D2 F' R' B' R F R' B R,D B2 D' L R' B2 L' R D' B2 D2 D2,46
F2 B U' D' L U D' R' F' U L2 U R2 L D' R2 B2 U' B' U2 R D F L,,F R' U' R' U2,U R' D U' B2,F D' B F2 R' B' F,U R' D R U' R',D' F D' B2 D F' D' B2,D' F' R' B' R F R' B R,D' L' F R' D2 L B' L R2 U2 R2 B L' R D',55
F2 L' U2 L R2 B' F' D2 R2 F2 D' U B U R2 D2 R' L D2 F2 L2,,B2 L B' F L2 U',B' D R B' D B2,R' B' F D' B F',R' D2 R D R' D2 R,R D' R2,R' D' R D' R' D2 R,R' U F2 L2 U L' B2 L U' L2 F2 U' R D2,49
D' R2 B R' F' L R2 U' F R2 U L' D2 R' D' F U2 B' F2 U D' B,,B2 U L U' B2 U2,B U' B' U B R B2,B' D2 B2 R2 B',F2 D2 R F2 R' D2 F2,D R' D2 R D2 R',D B' L' B R' B' L B R,D' B2 L2 D' L2 U B2 U' B2 D B2 D',52
D R2 B' L' U' B' L' B' L F L R F U F U2 R' U R U,,F2 D R' B2 U',B2 R B' D R B2,F D' F',D R' D2 R D2 R' D2 R,U R' D' R U',,D2 L2 D B' F L2 B F' D L2 D' D',39
F B2 R2 U2 F2 B2 R2 B R D R' F2 D2 U L R F' B2 L2 F' R' B' U2,,L' F' R U' L,D2 B' R' D R' D B',F' R2 F2 D' F',R' D2 R2 D2 R2,L D' R D L' D2 R',,D2 R' D L' D R D2 B R F2 R' B' F2 D L,44
B' R' B F' L' B' L' R F U F U2 L2 F2 B R' L2 U' L2 U' B' U' R2,,B U2 L' U F2 L2 F,L' D' L D2 B R' B2,B R' B2 D' B,D2 R2 D2 R D R' D R2,R2 D2 R' D' R',D' L2 B2 L F2 L' B2 L F2 L,D' L R D2 R' D' R D2 L' D R' D',54
U D2 L B' L R' B2 F U2 D2 F' D R L2 F' R' F' B L R F2,,U' F2 R B' U' F',F L' D' L' B' L2 F',D B R B',R' D2 R D R' D' R,D' R' D R' D' R',L2 B2 L F2 L' B2 L F2 L,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',55
U D B D2 F2 L2 F B2 D' F D R F' R2 F2 B L' U' B F' L D' F2,,R2 B2 F' U' L' D F,B R' B2,R B' D' B,R' D2 R,R' D' R' D' R2,D B' L' B R' B' L B R,D F2 R D' L D2 R' D L' R2 F2 R2 D F2,45
D R2 F' B L' R' B2 U' L' U2 B' F2 R' D' U2 R' F U2 R U' F2 R',,B' U R' D B' L2,B D' R D B2,D' F' R B' F2 D' B F',D R2 D R2 D2 R,D2 B2 L' D' L D B2,B' D F D' B D F',R' U F2 L2 U L' B2 L U' L2 F2 U' R D,53
B F L' D' F2 L F U2 D F2 L2 D' F2 L2 U B' L U' L' R U R2 U2,,D' F2 L F2 L2 D F,B2 D' L' D L D2 B',D2 B R B2 D' B,D R' D2 R D2 R' D2 R,D' R2 D B' F D2 B F',F' R' B' R F R' B R,D D' F2 U' B2 U' L2 B' U' F U2 B' U F D',59
U2 R2 L2 D B L' B R' D U F D F B2 R' F R2 F' B2 L2 B2 D B2,,D2 B L' U R U2,R B' R2 B' R' B2,R' B R' B2 D' B,D L' D R' D' L D2 R,L' D R D' L D2 R2,D L' D2 L2 D L2 D L2 D2 L',D L2 D B' F L2 B F' D L2 D' D2,55
L B2 D L' F R2 L' B' D2 R F U' B' L2 U2 R' B F2 U' F B' D',,B' R' F' U2 L,L R2 F' U' B F L',D' B R' B',D2 U L' F2 L U',D2 B2 L U' L U L2 B2,D B' L' B R' B' L B R,D2 L' R' D2 L R B D' F D2 B' D F' D,53
F D' U B2 D2 L2 B U B F2 D2 B' R2 F' L2 B2 U F' R' U2 L2 F,,L D R B' L U',L' D' L R D2 B',R2 B' F D' B F',R2 D2 R' D2 R2,D2 R2 D2 R' D' R D' R2,,D' L' F R' D2 L B' L R2 U2 R2 B L' R D,46
B L B2 U2 B' F' D R U2 L B R U L' B2 F' D L2 D R2,,R2 U' F' U L,D2 U' B U R2 D2 B',B R B2 D' B,D' F2 L' U L' U' L2 F2,D' R2 D R' D' R2,D2 F' R' B' R F R' B R,D' B2 U' L2 D L2 B2 U R2 D' R2 D2,52
F2 D U' F' D' U B' U D L2 F L B2 F2 R2 B' F2 R2 D2 U L',,U' L' F2 D2 B' F2 U',B2 D2 R' D2 B',B R B2 D' B,R' D2 R D2 R' D2 R,R2 D R D R',D2 F' R' B' R F R' B R,D2 D' B2 U' L2 D L2 B2 U R2 D' R2,50
F U2 F2 U2 F2 L2 D2 F' D' F B2 L' U D' B2 F' D' F' B' R',,F U' B' D2 F2 U,R' D2 B' D2 R D2 B',F D2 F2 R F,R2 D2 R' D R2,D2 R D2 R',D B' L' B R' B' L B R,D' L2 D B' F L2 B F' D L2 D',47
D' L R B2 R' D F' B' R' F R2 D' L R D' R' B2 U2 L U R B' D2,,F L2 U2 L U' L,B R2 D2 B2 R B2,F' R' F,R D' R2 D' R2 D' R,D' R D2 R',D L2 B2 L F2 L' B2 L F2 L,D2 F2 U B2 U R2 B U F' U2 B U' F' D' D',51
U2 R U2 F' D2 L F' D2 R2 D L B F2 L F B2 R2 L2 U' D F',,L2 U2 R B' L F' U',R' D2 R B2 R B2,U L' F L U',R2 D' R D R2,R2 D R2 D R2 D2 R2,D' L2 B2 L F2 L' B2 L F2 L,D' R' D L' D R D2 B R F2 R' B' F2 D L D',56
D2 U' F L R' F' L2 R B2 L2 D' R' F U L' B' U' B2 R' L' B' R2,,D' B2 F' D2 U L2,R2 D R2 B' U R' U',F' R B' F2 D' B F',D B' D F2 D' B D F2,D2 R D2 R',L' D2 L2 D L2 D L2 D2 L',D2 L D' B R' B' L' B R B' D' L D2 L',55
R D U2 F U B' D2 B' F2 D' F U2 F2 D' R2 B F R2 U R B2 U L' U' F,,B2 U' B R U' L,L D2 F2 R U2 F2,B U R2 U' B',R D2 R2 D' R2 D' R',R D' R2 D R',D2 F' R' B' R F R' B R,B2 L2 D' L2 U B2 U' B2 D B2 D2,49
B2 D2 L' U' D2 R2 U B2 L F' U' F D' F2 R' U2 R' D' B' R2,,F2 D2 F,R D2 B2 D' R B2,F D' F',R' D' R2,F' D B' D' F D B,R D R' D R D2 R',D2 L' R' D2 L R B D' F D2 B' D F' D2,43
F U R2 D2 F D2 U B2 L' B R D2 B' U2 R U2 R' F' L' U',,B' F' L F2 R F',R' B' D U R' U',B' F D B F',R D2 R2 D' R2 D' R',B' D' R' D' R D B,L' D2 L2 D L2 D L2 D2 L',D' R2 F2 R B R' F2 R B' R D2 D',52
R2 U' R2 F' R2 L F L D2 R2 F2 U2 B D U2 R2 D2 F2 R2 F2 B' L2 F' R',,D2 L R B' U2,R B R2 B,B R2 B2 D B,D2 R D' R,L' U2 L D2 L' U2 L,D' F' R' B' R F R' B R,R2 B2 U2 L2 B' F' U2 R2 B' F' D',45
R2 U2 B' F' D B' L U2 D' R' F' U L' F2 D' L' B' R U' L2 B' U L B',,R' U2 B2 U2 B' U',R' B2 D B',B R' B2 D' B,D' F2 L' U L' U' L2 F2,D2 R D2 R D2 R2,D' B' L' B R' B' L B R,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,52
F2 L2 R B L R' F2 B' L U B' D' L' F' U2 F D R2 F' L2 U2 B U' L',,B' R D' U2 F U,R' D2 B' D' B',D2 B F' R' B' F,D B' D F2 D' B D F2,D' R2 D R D2 R2,,D L' R' D2 L R B D' F D2 B' D F' D',45
D' U2 F' B' D2 F D2 R' F' R' F' D2 B F2 L2 R' F' D R F B2 R' D,,F D L' D2 F L2 U',R' U' L U' L' U2 B,R' B R' B2 D' B,L' D R' D' L D2 R,R D' R2 D2 R',F' D2 F D F' D F,R2 F2 R B R' F2 R B' R D2 D',50
U D2 L U2 L R' D F2 D' R F' D2 F' R U2 R' U2 R L D' R,,F2 U2 R' D F2,R' D B D' B2,B' D B2 R B',D' R' D2 L' D R D' L,R' D R' D R D2 R2,D L' D2 L2 D L2 D L2 D2 L',D F2 U B2 U R2 B U F' U2 B U' F' D' D2,55
U2 L U' L2 B2 U2 B2 L' B2 F U D R F L2 B L R D L' F U L R2 D2,,F2 U2 L2 U F,D2 R2 D R' B,F' R F,D B' D F2 D' B D F2,D' R2 D' R' D R',R' D' R D' R' D2 R,D L R D2 R' D' R D2 L' D R',45
U2 R U R F2 D L' B2 R2 L2 B L' R U2 D R D2 L2 B' D2 U R',,D F U' L R F',D2 B' R' D' R' B2,F' R F,D F2 L D L' D' F2,R' D2 R' D R' D' R',B D' F' D B' D' F,B2 L2 D' L2 U B2 U' B2 D B2,46
D2 R' B' L2 U' D2 B2 D L' B D B F U' B' U2 B F2 U2 B2 D F',,R F' L' U F2 L,B R' D2 B',B F' R B2 F D' B,R D' R D' R2 D2 R2,L D' R D L' D2 R',D2 L' D2 L2 D L2 D L2 D2 L',D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,56
B2 L B L' B' L2 D' B2 F' U2 D' F' U F2 D2 R2 B' U2 D B2 R2 U' L U B2,,F' D2 L2 R' U2,B U' B' U,D' B R B2 D' B,D R2 D2 R D R' D R2,R D R' D R D2 R2,R' D' R D' R' D2 R,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,52
B2 R L2 U2 B' F2 U2 R B' D U B U2 R' F L R B2 U F2 L2 R2 D' R',,L2 U2 F2 U' L B' U',D' B R2 D B2,F D' B F2 R' B' F,D' R D2 R2 D' R2 D' R',R D' R' D2 R D' R2,D2 L' D2 L2 D L2 D L2 D2 L',L R D2 R' D' R D2 L' D R' D',55
U2 B U2 B2 L B' U' D' F' D2 U' B F U2 R B' U' B F2 U,,L D2 L U2 F' U L,B R2 B2 D' R2 D2 B',B R B',R' D R D2 R' D2 R,R2 D' R' D2 R',D2 B' L' B R' B' L B R,R2 B2 U2 L2 B' F' U2 R2 B' F' D,49
F B2 R' U2 L2 D' B R2 U2 B2 F' R2 D2 R F' B U2 R2 F L R D2 F,,B' D L B' F' U2,B2 R' D' B' R' B2,B R2 B2 D B,R D2 R D2 R,D2 R D2 R' D' R D R',D' F' R' B' R F R' B R,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,54
R B' F' R2 U2 R2 D2 R2 B' F' D F B R2 U2 F R2 F2 R D' U B' R' L D',,R' U' F' L' B L2,B' D L B L' B2,F D' F',D2 U' R D R' U,D' R2 D2 R' D' R D' R2,R D R' D R D2 R',R' U F2 L2 U L' B2 L U' L2 F2 U' R D,50
L' F2 R2 F2 L2 F2 R F' R' U B U B2 R2 U2 R D F B2 R2 D U R2 D2 F,,R D' B U L B U',D2 R' D B2,B' D2 B2 R' B',R' D2 R D2 R' D2 R,D R' D' R D2 R',D L' D2 L2 D L2 D L2 D2 L',D' R2 F2 R B R' F2 R B' R D2 D2,51
B' L' U' D L2 U2 F2 B L' D L2 R2 U R' B2 F' U2 F2 L D U' R' B2,,F' U F D' U' L',R2 D2 L B' L' B',B' D2 B2 R B',D R' D2 R2 D2 R2,F U2 F' D F U2 F',D' F' R' B' R F R' B R,D' F2 U' B2 U' L2 B' U' F U2 B' U F,52
L' D' U' F2 L' R B L2 B U2 B2 D' U2 B2 R' U B U' D2 B2,,B2 L2 D2 L2 B' L U',B R2 D2 R' D B',F' U' R2 U F,D R' D' R,D' L2 U2 R' U2 L2 D' R',D' L' D2 L2 D L2 D L2 D2 L',D2 L2 D B' F L2 B F' D L2 D' D',52
F R F' D' B' R' D' L R2 D2 L U D B' F L' B D L' B,,L2 D B L2 D' F,L' R2 D L B',D2 B R B2 D' B,D B' D F2 D' B D F2,R D R' D R2 D2 R2,D2 L2 B2 L F2 L' B2 L F2 L,D2 L' R' D2 L R B D' F D2 B' D F' D2,56
F' D2 B2 L' D L D' U2 F' U2 L2 U D L F' R2 U2 D2 L' B' L' F2 U2 B' L2,,F' L D F2 D2 L2,R2 B' D2 R' B2,D B R B',D2 R' D R D' R' D' R,L D' R' D L' D2 R',F' R' B' R F R' B R,D R2 F2 R B R' F2 R B' R D2 D,50
B U2 F D' L2 R U' D2 F2 U' D' B D' R L U' R F2 D F2 L2 F R2 B',,D2 R' B D' U' F2,B F' R' F D' B',R' B U R2 U' B',R D R' D R2,D2 B2 L' D' L D B2,D2 F' R' B' R F R' B R,D B' L B L' R' B L R' B L' B' R2 D,53
L' U F L2 B2 F L D2 R F2 B' L2 F' B D2 F U F D2 L2 B' F' D' B2 R2,,L U B' U2 L,D B' R2 B2 U R U',B' D B2 R B',R D2 R2 D' R2 D' R',R2 D2 R2 D' R2,R' D' R D' R' D2 R,D2 F2 U B2 U R2 B U F' U2 B U' F' D',50
L U' R U' B U B2 U' R2 D R2 D U F R2 B2 F U' L2 B2 U' L',,U2 R B' U' L U' F',B' L' R2 D L2 B2 L',F' R F2 D F',R' D R,R' D' R',B D' F' D B' D' F,R2 F2 R B R' F2 R B' R D2 D2,43
R' L' F2 B' U R2 B2 D' U L2 D2 L2 U2 D R2 B' D2 U' R2 L2 D' B U2 R' L',,F2 D' R' D U2 B' U',D' R' D2 R2 D2 B',D2 B R' B',L D' R D L' R2,R' D2 R2 D R2 D R,,F' R F' L2 F R' F' L2 F2 D,40
F D' L2 R2 D' U2 R' B' D B L B2 R L2 B2 L2 B2 D2 L' D2 U2 R2 U2 L' U2,,D2 U' B L' U2 F,D2 R B2 D U R' U',B' D2 B2 R' B',R' D' R2 D' R D2 R2,R D' R' D2 R D2 R',D B' L' B R' B' L B R,D' D' B2 U' L2 D L2 B2 U R2 D' R2 D,54
D R' L' B2 F' D' F' L D2 B F2 L B D2 L2 D B R' L U2 L2 U,,F' D2 L2 D L U',B' R' B2 U' B U,B' R' D R B,L U2 L' D' L U2 L',D2 R D' R' D R',B D' F' D B' D' F,L D' B R' B' L' B R B' D' L D2 L' D2,51
D B2 R B2 U2 D' F' R2 L2 D' B2 R2 F' L' B R' B L' F U' D2,,B' R' F2 L' F U,U R' U' B' R2 B2,F D' F2 R' F,D2 R2 D2 R D R' D R2,D2 R D2 R2,D' F' R' B' R F R' B R,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D',53
B2 F2 L F D2 F2 D' R L' B2 L' B D F L' R' B' L' B R2 F' L B,,F' L U F L U,U2 F2 L D L F2 U2,D B' D' B,B' D F2 D' B D F2,D R2 D' R' D2 R',F' D2 B' F D L2 D L2 D' L2 B,D L' F R' D2 L B' L R2 U2 R2 B L' R D2,56
U' B2 D2 B2 R U' F' L2 U D' B F' L R2 D R2 D L R B',,U' F' R B2 R2 U,R B2 D2 B' R2 B,F' R B' F D' B,D L' D R' D' L D2 R,R2 D' R' D' R' D' R2,F D' B' D F' D' B,D2 L R D2 R' D' R D2 L' D R' D2,52
D2 U2 L' R2 B U2 R D U2 R2 F' D' U B D R U2 B' U2 R' U' F R,,R2 F L' D2 B' L' U',D2 R2 B2 R D B',B U R2 U' B',D B' D F2 D' B D F2,R' D2 R' D2 R',B' L' B R' B' L B R,D2 R' D L' D R D2 B R F2 R' B' F2 D L D',55
B2 R' D2 B U D' B2 U D2 R2 L F L2 B2 R2 U' B2 U2 B' D2 B U' D2,,L2 B L D' F' L2 U,F D F' U R2 U',,F2 L' U L' U' L2 F2,D R D R D R',D L2 B2 L F2 L' B2 L F2 L,B2 D' L R' B2 L' R D' B2 D2 D2,47
L U2 L2 F' U2 F R2 U2 F U F U D' L' U L2 D' L' U' B' L' D U,,L2 U' B L,D B' R' B2 D B',B' D' B,D' R D R' D R',D2 R' D2 L' D R D' L,D L' D2 L2 D L2 D L2 D2 L',D2 L D' B R' B' L' B R B' D' L D2 L' D',52
L D U' B2 U F' D U2 B' U2 F R L2 U R' U' L' U' L B R2 D',,U F2 L' F L' F',D L B2 L' D' B2,R B' D' B,D R2 D R',D F2 L' U L' U' L2 F2,B D' F' D B' D' F,D' R' D L' D R D2 B R F2 R' B' F2 D L D',51
D' U R' F' L U2 D' R' D F' B2 D F' L2 D' U' R L' U F' D2 F' D2 F' D,,L U B' D F2 L',R2 D R B R' B,D2 B F' R' B' F,R2 D2 R' D' R D' R2,R D' R,L2 B2 L F2 L' B2 L F2 L,D F2 R D' L D2 R' D L' R2 F2 R2 D F2,51
B' L U2 R B' L' D R D' B' D2 R2 L' U R F' B' R' U' B' D',,L2 B2 D L' F L',R2 B2 D2 U R2 U',R B F' R B' F2 D F',D' R' U' L B2 L' U,D L' D R' D' L D2 R,D B' L' B R' B' L B R,D L' D2 L B R D' R' D' B' D' L B' L' B D',60
F D' F2 L2 F' L2 F' D R D' L2 B2 F L2 F' R2 D' B2 D R' U B2 L2,,R D B' U2 L2 F,R B' R D' R2 B,D B R2 B2 D B,U' L2 U R U' L2 U,R' D2 R D R' D2 R,D F' R' B' R F R' B R,D F2 U B2 U R2 B U F' U2 B U' F' D' D',56
U2 L' U' L2 D U2 R2 F D2 B R' B2 R' L' B' D B2 F2 R L2 D' R' U' L' B',,U R2 D2 F2 L U' L',B2 D2 R' U R U',F D' F',R D R' D2 R D' R2,F2 D2 R F2 R' D2 F2,R D R' D R D2 R',D2 L' R' D2 L R B D' F D2 B' D F' D2,51
U' D2 R2 F2 U B2 L' D2 B' U L D' F R2 L' B2 R' D L' F' D2 U2,,L' U B' D2 L' U' F',L U2 B U' B' U2 L',B U R2 U' B',D' R D2 R' D R',D' L' D R' D' L D2 R,D2 L' D2 L2 D L2 D L2 D2 L',D' B2 L2 D' L2 U B2 U' B2 D B2 D,55
R L' D2 R2 U R B R' U' D2 L D2 B' L' F2 R' B2 D2 L2 B',,R2 D B L' B2 U2,R B2 D R' B,B' D B2 R B',D2 R' D R2 D' R2,B' D2 R' D' R D' B,D' F' R' B' R F R' B R,D' L2 D B' F L2 B F' D L2 D' D,50
D B' D R B2 R B' F R B F D' R2 U2 L' R B' U L' U F' D' L',,D' L' F L' F',D' B2 R' D2 R2 B,D B R2 B2 D B,D2 R D2 R' D2 R D2 R',R' D' R D R2,D L' D2 L2 D L2 D L2 D2 L',D L2 D B' F L2 B F' D L2 D' D',52
F L2 D' F2 B2 R' L U' L' U L2 B' F' R D L' U' R L B L2 B2 R2 B2 F2,,F D' F' U B' L' U',D R B2 R2 B D B',B' D2 B,D' R D2 R' D2 R D2 R',D2 R' D R2,D2 B' L' B R' B' L B R,D R2 F2 R B R' F2 R B' R D2,49
U' R' L2 B F2 L2 R' F2 B U' B2 F R2 F U R' F' R' U' F2 U2 F U2 D',,F2 U2 F' D' U' L2,R2 D' B R' B2,R B' D' B,R D2 R' D2 R D R',D2 R' D R D2 R,D F' R' B' R F R' B R,D,38
R B R2 U2 D R2 B' U' L2 B2 F L' D2 B F2 D' B2 U' B' L2 U2,,D2 R2 U B R' U,D2 B' R' D2 B R2 B,F' R2 F2 D F',D R2 D' R D' R2,R2 B2 R B2 L' D2 L R,D2 F' R' B' R F R' B R,L D' B R' B' L' B R B' D' L D2 L' D2,55
R U2 D' R2 F2 D2 R' F2 B U L' B2 F R L U' F U' F' D2 B2 R D2 L,,U2 F' R B' L U2,U R B R2 B' U',R2 B' D B,B2 D2 B D B' D B D2 B,R2 D' R2 D2 R2,D' L2 B2 L F2 L' B2 L F2 L,R' U F2 L2 U L' B2 L U' L2 F2 U' R D',54
L2 D F2 D2 R D2 L R F U' F U R2 B2 L D2 U' R2 U' D R F' U' L2,,F R' U L' F' U',B2 U' B U B',F' R F2 D F',D' R D2 R' D R',D2 R' D' R,D2 L2 B2 L F2 L' B2 L F2 L,F2 R D' L D2 R' D L' R2 F2 R2 D F2,49
F B L2 F R' L D2 B2 F' D U' R2 D2 B D' R2 L2 D R' D2 U' R2 D F2 L',,U2 B L2 B2 R' U,B D B2 D2 R D B2,R2 B' F D' B F',R D R' D' R2,B' U2 B D2 B' U2 B,B' D F D' B D F',D D' B2 U' L2 D L2 B2 U R2 D' R2 D2,51
L' U F B2 D2 L' D' U' R' B' U' R U2 B2 F D2 L F D' L,,L2 D' U2 L' U2 B' U2,B D B' L B' L',D' B R B2 D' B,L' D2 L D2 L B2 L' B2,D R2 D R2,F D' B' D F' D' B,D' R' D L' D R D2 B R F2 R' B' F2 D L,53
F2 U2 L' R B' U B' L2 R2 B L U2 B2 R F B' D' R' L' F' L R2 B' L',,B2 D F L' U2 B' U2,D2 L' R D2 L,F D' B F2 R' B' F,D2 R2 D R D' R2,R2 D2 R D R' D R2,D2 L' D2 L2 D L2 D L2 D2 L',D D' F2 U' B2 U' L2 B' U' F U2 B' U F D,57
R' F2 B' U2 L D' U' L2 R F' L U' F2 B' L' B' R' U' D' F2 D2 R2 D' L2,,F' D U2 R2 F L',R2 D' L' D' L,D' B R B2 D' B,B2 D F D' B2 D F',D2 R2 D' R2 D2 R2,B D' F' D B' D' F,D R' D L' D R D2 B R F2 R' B' F2 D L,52
L' D L2 B R2 U R2 L' B L' F' U D B2 D2 B2 U R' D R2 U R' F L2 D,,R' F2 D F2 L' D2 F,R B2 R2 B' R' B2,B' D B2 R B',L' R2 U F2 U' L R2,D R' D' R2 D2 R2,B D2 B' D' B D' B',D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',53
L' U' D' L2 R2 F2 B D' U B L F' R2 D U' R U' B R' L' U2 L B',,L2 B' U' B' U2,D2 L' R2 D' L B',D' B R B2 D' B,B2 L' D' L D B2,D R D' R D R,,D L' D2 L B R D' R' D' B' D' L B' L' B D2,45
F' B L R' F' L' D F' L F' D' F' R' B R' F B' D' F' R' L2 D' B D2 R,,B2 R' D B' L2,D2 L' R2 D' L B',D B R2 B2 D B,R D2 R2 D' R2,R' D2 R D R' D2 R,B' D F D' B D F',D2 L D' B R' B' L' B R B' D' L D2 L',50
R D2 B' D' L2 R' B R D' U2 L2 B2 D' F2 L F2 D' L2 R' D' L2 B2 F' U' R',,U R2 B2 D F U',D R' B2 D R' B,D' B R B2 D' B,R D2 R' D' R D R',R2 D2 R D2 R,,D2 B2 L2 D' L2 U B2 U' B2 D B2 D',42
