scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
R L' D' R2 U' R D L2 B' F' L2 B2 F' L2 B D2 U R' F2 D,x2,U F2 L R' D L,U2 F' L2 F L2,F R2 U R' U' R2 F',D B U2 B' D',B U B' L' U' L,U F' U2 F2 U F' U F U2 R' F' R,R2 B2 R F R' B2 R F' R U2,51
F D F B L' U D F D U' L2 B U' R2 U2 B2 U' F D2 R2 F R' D2 L,x2,D' B D2 R B L,L U2 L' U B' U' B,U2 R2 D' F2 D R2,U B' R U R' B,F L F2 U' L' F',U F U R2 D R' U' R D' R2 F',U F2 L2 U' L2 D F2 D' F2 U F2 U,54
L2 F' L' B L2 R F D F' U' F' D U B' F' U B F L2 F2 L B2,x2,U2 R F2 L2 B D R',L U2 L' U B' U' B,B U R B R' B',R U2 B' R B R2,B' F U' B F',F2 D' B L B' D F L' U' L F,U2 U' F2 D' L2 U L2 F2 D R2 U' R2 U',55
F' D' L2 B' D L' U2 B2 L U' R2 F' D F2 U L' R' B D2 B' L' U' B' U2 D',x2,F2 L' D R2 B',B2 U' B' U B2,U2 R' F' U' F2 R' F' R2,U B' R2 B R2,U2 R' F2 R F2,R' U' R U' R' U2 R,U L' R' U2 L R F U' B U2 F' U B' U',49
R2 D' U' B U2 D2 B' R L2 B' U' R D U F' D' R2 L2 U F2 B' R',x2,D' L' F' L2 D R' B,B' U2 R B' R' B2,B U B',U' F' U' L F' L' F2,R U R' F U F',U' F2 B' R F' R B U2 B' R F' B,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U',56
F' L' F2 D2 L U L R2 F' U' B' L2 U L2 F' R' F R F2 U L U2 R' U B2,x2,L F R' F D L',B' U2 B U B' U' B,R' B' R B R,B' F2 U B U' F2,L B L B' L2 U' L,U' L' U' L B L' B' U B L B',U' F2 D' L2 U L2 F2 D R2 U' R2 U2,54
D2 B' R2 D2 F2 U' F2 B D F B2 D' B' U' D' F2 D R L' D' R' D',x2,L' D U L2 B U R2,L F U F' U L',R B' R' B2 U B',L U' L' U' R U R',F U' R2 F R2 F2,L F R' F R F2 L',U L U' F R' F' L' F R F' U' L U2 L',53
B2 F R2 U' R D' F R B L' U' L2 F2 B' L2 D R F2 D U',x2,F2 U2 L' R' B D',L F' L F L2,B' D2 F' D2 B,F' R' F' R F,B' U' F U B F',R' U' F' U F' L F L' F R,U' L2 U F' B L2 F B' U L2 U' U2,49
F2 L' D2 B F2 R D' U2 B2 R' U' R U R' D2 U2 B R2 U' L R B2 R B2,x2,R2 F U L' R' B,F U L U L' F',U L' B U L B',U' B2 R2 B2 R2,U' L' B' U2 B U' L,U B' U2 F' B U L2 U L2 U' L2 F,U2,43
U F' B R B2 L' R D2 R' D' R L B2 D' L2 B F U' F D U' L U' F B,x2,R2 F D' R' B F2,B' U R' U2 R B,B' R B R2 U' R,L F2 L' F2,B L' B2 U2 B L,U L' U2 L F R2 B' R' B U2 R' F',B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',55
L' B2 F' R F U2 D F L U D F' L' F' L B2 F2 D U B,x2,F L B D B' R',L2 D F2 D' L2,R' U2 R B U B',R B U2 B' U2 R',L' F' L2 U F L,L' B L F' L' B' L F,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,53
D' B2 R2 L B2 L' R D' F B' L' B U2 R2 L D L U' R' B' L2 U2,x2,R2 F2 L D B,B2 R2 F R F' R B2,B U2 B' U' B U B',,U' L' U' L,R' U' F' U F' L F L' F R,U2 F2 L2 U' L2 D F2 D' F2 U F2,44
R B2 D2 F' L' F2 L2 R2 U L2 B' D' B2 L' D F L R2 F' R' L B D2,x2,D' B' F2 L' R B2,B2 U2 B' R' U2 R B2,R' F' U2 F U' R,R' U R2 U R',R2 U L' U' L R2,U2 R B R' F' R U B' U' R' F,,41
B' D' L2 B' R2 B' R' D' R2 L2 D L2 U L2 R2 U' R' U2 B2 D2 L2 B,x2,L2 D2 F2 U' B2,U2 B U2 B2 U B,R B' R' B,F R2 F' R2,L' B' U2 B L,U2 B' R B2 R' U2 R' U2 R B',U R' U L' U R U2 F R B2 R' F' B2 U L U',50
L D F2 L' U F L B' L2 U2 D' R2 B' F R' U' R2 D R U2 F2 R2 U F B2,x2,U B2 L' F' D' B,F' L2 F L2,R' F' U F2 R' F' R2,U' F D R D' F',F R U' R2 F R F2,U' F' U B L U L' U' F B',R' U L' U R U2 F R B2 R' F' B2 U L,54
R B L2 D' R B' L U2 B F' L2 F B2 D2 U2 R' B2 D2 L' B2 R' F2 D2,x2,L R2 U F' L R',R2 U2 F U2 F' R2,L U L',R' U R,L2 B L B2 U B U2 L,B' U2 B U B' U B,U2 F2 U' L R' F2 L' R U' F2 U2 U2,45
F' D U2 R U B L' U2 B L B L' U' L' F' B R U2 F B' D' L2,x2,U' L B2 F' L' R' D,B' F' U' B U2 F,U2 B' R' U' R2 B' R' B2,B L' B L B2,B' U B L' U2 L,U2 F' U' F U F R' F' R,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,57
B' U' R U2 L U2 B U L D2 B D' L' D2 U2 B F2 U' L2 U,x2,B' D F' R' F' L' D,R F R' F' R',U2 B' U' B,L' U L B U B',F U2 F' U' F U F',U F R U R2 U' R F' R' U R,U2 B2 D F2 D R2 F D B' D2 F D' B' U' U',55
R L' U F' U F2 U R2 L' B2 R' F' B2 L U2 B2 F' U2 R2 D F L U',x2,B D L B L2,F' L F' L' F2,D' R' U' R D,R' F' U2 F U' R,L' U B' U2 B L,U' L D2 R2 F R2 D2 L2 B L,U' B2 D F2 D R2 F D B' D2 F D' B' U' U',52
R2 B R L' U2 B' F2 R U' R2 D2 L2 R' F2 B U R' F2 D' F2 B' L2 F R2,x2,F' D L B L' D R,U' B' R U R' B,U B2 R' U' R U B2,D B' U B D',F' U2 F L' U L,U F R' F' R U2 F2 L F L' F,U2 L R U2 R' U' R U2 L' U R' U2,54
L2 R' D U' F R2 U D2 F' L R2 U2 D B D L' F2 B' U' L F,x2,D' B R D2 B R,R U' R',U R' U R B' U2 B,R2 U2 R B2 L' B' L B' R,U B U' L2 B' L2,U' F B' U R U' R' F' U' B,U2 L2 U F' B L2 F B' U L2 U',52
U2 F' B2 D B' R2 F R2 F2 D2 R L2 U B2 U' B L' B' L F2 L' B2 D U R',x2,L' B D2,B' R U R' B,U2 L F U2 F' U L',R' B' U2 B R,L' U L F U2 F',R U R' U R U2 R',U U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,48
L' R' B L2 R' D R2 F U L' R2 U2 F B2 R D B2 F2 D' L',x2,L' R2 B',B' U2 R2 B R2,B' U2 R' U' R2 B' R' B2,B' R B R',U2 F U' F',U F' U' F2 R U R' U' F2 U2 F,U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U',50
B L2 D2 B' L F D2 F2 U' L' F2 R' B U L2 F' L F U D F B' U,x2,B' D' F' L' D',L2 F' L2 U2 F,F' D2 B' D2 F,R' F R' F' R2,U2 L' U B' U2 B U2 L,B' U' B U' B' U2 B,U L R U2 R' U' R U2 L' U R' U',47
R' D' L2 B' U2 L2 B F2 L U2 R B' F2 L' R' D R D2 B2 R' F' L F2 B,x2,B D2 R2 D' R' B',R F R' F' R',U2 L' U2 L2 U L',R' U' R,B' R2 D' F' D R2 B,U F' U' L2 D' L U L' D L2 F,U L' R' U2 L R F U' B U2 F' U B' U',52
F B' U' D B' F D' U' B2 L2 F2 B' R' D2 U L' F' D2 F2 B,x2,F L U2 B D B,F R' F' R2 U R',L B L' B' L',B' D' R' D B,L' B' U2 B L,U2 R' U' F' U F' L F L' F R,U R2 B2 R F R' B2 R F' R U2 U',50
U' F2 L2 B2 R2 L2 D' L D' F' U' F2 D' B2 F2 D' R U F' B' U' D F2 U,x2,L D U L2 R F',U' F' U' L F' L' F2,R B2 R' B2,R B' R' B,R' U' F2 R F2,U F R' F' R U2 F2 L F L' F,U' F2 L2 U' L2 D F2 D' F2 U F2 U,49
D2 R' L' F D2 U2 L D R2 F' R U F D B' R B' L U' R2 D2 F L2 F' U2,x2,U B L' B F' D',R' D' F' D R,L U F U' F' U2 L',U L' B2 L B2,D' B' U' B D,U F' U' L2 D' L U L' D L2 F,U' R' U L' U R U2 F R B2 R' F' B2 U L U,55
B' L' U2 F' D B2 U F' R U D' F R' D2 F D' F D R' U' D' F D' L,x2,D2 L2 R F R',R2 D B2 D' R2,U B2 D' B U' B' D B2,R' U B' U' B U R,D' B' U B D,U F' U B L U L' U' F B',F2 L2 U' L2 D F2 D' F2 U F2,50
R B F L2 D R' F2 R2 D2 L F D2 B2 R U2 L U R' U' B F U2 B,x2,D' F' L R' B D',R U F R F' R',D2 R U2 R' D2,U2 R' U' R,L2 U L' U' L2,L' U2 L F R U2 R' F' L' U2 L,U2 L' B R' U2 L F' L R2 D2 R2 F L' R,51
L R2 B2 L' R2 B2 L' R2 D' B2 L2 R D' B' U2 F2 L2 B' L' U L' D' R' D F',x2,L U F2 R' B',R B U2 B' U2 R',D2 F' U2 F D2,R' B' U2 B R,F U2 F',F R U' B U B' U R' U' F',U2 L' U2 L F R U' R' U' F' U' L F' L' F U2,50
U B' R L' F2 D R2 B' D2 U' F' D2 R2 B L2 D F L2 B' R2 L F' B' D',x2,R' D2 B D' L2 F,U' F D R D' F',F U2 F' L U L',D2 U2 F U' F' D2,L2 B2 R B R' B L2,U F L' U2 L U2 L F2 L' F,R' D B2 L2 D L' F2 L D' L2 B2 D' R U,55
B F' D' F2 R B' U2 L R B D2 L' U2 R' U' D' R D2 B L' U2 F2 L2,x2,L' B2 F' D B',U' R B' U R' B,B' U2 B L U L',B L U2 L' B',L U2 L2 U' L,L' B' U' B2 U B' L B U' B',U F2 L2 U' L2 D F2 D' F2 U F2 U',49
R' L' D2 F' U' R2 D B2 R' F B2 L2 B F L D' B' F R2 B' U' D',x2,L2 R' D2 B2 D R,R2 B' R2 D' R D B,L U L' B L' B' L,L U2 L' B U B',L' U2 L2 F' L' F,U2 L U2 F' L' U' L U F2 U2 F' L',U' F2 D' L2 U L2 F2 D R2 U' R2 U,56
R L' F' D' L' B' F2 L F L' F' B2 D U B' R2 D R' D R,x2,R B2 L' B' U R2,L U' F2 L' F2,U' L B L B' L',U2 B U' B',F R' F R F' U F',F' L' U' L2 U F U' F' L' F,B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,53
R B' F' L2 B' U' F U D' L B2 L R' D' R2 U' B2 D2 U2 R',x2,B2 U F2 L' R,L' U2 L U R U R',L U' R' U R U' L',R' U' R U' R' U' R,L U' L2 U' L,L F R' F R F2 L',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',54
B D B2 F U' F2 R2 D' R2 U F2 D' B R' U' D2 B L' F2 B' D2 U2 L2,x2,D L R2 B F D2,D2 B' F' U' B F D2,L' B' L2 U L2 B L,B U L U' L' U B',L F L2 U' L2 F' L',L' U2 L F R2 B' R' B U2 R' F',U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,61
D R' U2 R' L' D R2 F2 U' F2 U2 D2 L F2 R' U' B R' L2 D2,x2,L2 F' R2 D' R',U' B2 R2 B2 R2,U' B' L' B' L B,L' U R' U' L U2 R,F U B' U B U' F',F R U' B U B' R' F',L' B R' U2 L F' L R2 D2 R2 F L' R U',52
U' F' U' R U2 B2 D F B' R2 D2 L' U F2 R2 D U' L2 D2 F' L' D' F',x2,B L D' B D R',F' R' F' U R F,B' D2 F D2 U B,R' U2 R U R' U' R,R' U' R F U F',U F2 D' B L B' D F L' U' L F,U2 U' F2 D' L2 U L2 F2 D R2 U' R2 U,56
R' D2 F2 U' D R2 B' D2 U L2 B' U2 L' U R2 L' B' L D2 B2 L,x2,B2 F2 R' D L2 F',B' U2 F' U' B F,R B' R2 U R U' B,U' B L' B L B' U B',L' B' U' B U2 L,L' U' B' U B L,U' U' F2 D' L2 U L2 F2 D R2 U' R2 U,52
F2 D R2 D B D2 U' L2 D' R2 B' F' D' R2 B D U2 R2 F2 B' D' R',x2,R D B' F R2 D,U' L2 F2 L2 F2,U' B' U' B,U B L U2 L' B',F L U2 L' U' F',U B' R' U' R U R' U' R U B,,38
L2 F R F' D2 L' D' R2 D' U2 R L U B2 F2 L' R2 U' L' D F,x2,B D2 L R2 B L2,D B U B' D',U2 B' L' B L B,R2 U' F' U F R2,R' U' F2 R F2,U B' R' U' R U R' U' R U B,U' F2 L2 U' L2 D F2 D' F2 U F2,50
U R' B2 R L2 B L2 D2 U B2 R B U' D R2 L2 D F2 B' U' B2 L D L U,x2,F R U R B',B' D' U R' D B,B' U' L' B' L B,R' U' F' U F U' R,U2 F2 R' F' R U2 F',U F R U' B U B' R' F',U L U' F R' F' L' F R F' U' L U2 L' U2,55
B' D F' U' L2 R2 D' U2 F2 R' L' D2 L' R D' F2 U' D2 B' R F2 U2,x2,L2 D2 B',R' F R F',L U2 L' U B' U' B,B L' B L B2,L' U' L F' L F L',B' R B R' U2 B2 L' B' L B',L' B R' U2 L F' L R2 D2 R2 F L' R,49
R U2 B U' D' B D B R2 U L' B2 F' U2 R' U2 D' R D U2 B2 U,x2,B L' B2 D' L,R B U2 B' R',D2 F' U' F D2,B U B',U L' U' B' U2 B U2 L,U2 B' R B R' U2 B2 L' B' L B',L R U2 R' U' R U2 L' U R' U,48
L2 F' U2 F R' D' U B' U R2 L' B2 F U2 B2 L F' L' U2 F' L U',x2,L' B D' L' B D,R U R',U' B2 U' B U B2,L' U L B U B',U2 F R U R2 F R F2,,L' U2 L F R U' R' U' F' U' L F' L' F,43
B2 R' F2 L D U' B U R2 D U2 L2 R' F' R L F L U' L' R2,x2,F' D R' D',D2 F' U' F D2,L F U2 F' U L',U2 R' U' R,F U L U' L' F',U2 F R U R2 U' R F' R' U R,U,37
L' U2 F' U B2 R' F' B U D F' D' B L F B R' U' B U F' B' L2,x2,B D F' R' B D2,B' D2 F D2 B,R' U L R U' L',B U B',F U' F2 D' L' D F,F2 D' B L2 B' D F U2 F,U F' L F L' R' F L R' F L' F' R2 U,50
B' R U B2 D R2 L' F U2 L' U2 F2 R' B' F2 L F R' F2 D R' F2 B',x2,F D L F2 D' F2,U2 R B' U B R',B' U R' U2 R U' B,U R' B' R B R,D' B' U B D,L U2 F' L' U' L U F2 U2 F' L',L U' F R' F' L' F R F' U' L U2 L' U,55
U R' F D B' D2 F L F' B2 U' F' L' D2 F D2 F' U R' D' U B,x2,F' U' R B' L' R D,B' D' F2 R2 F2 D B,F' D' L D F,B U B' U2 R' U2 R,L' U B' U2 B L,U' F B' U R U' R' F' U' B,U L R U2 R' U' R U2 L' U R' U,54
B' F' U2 B' R B' L' F2 L U' D2 B2 D2 L B2 L R2 F D2 U' R B,x2,D B' F2 L' D2 F' L,R F R' F' U' R',B' F U B F',R' U' R U' B U B',L' U' B' U B U' L,U' F' U' F U F R' F' R,U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,56
B2 F2 U B D2 R L2 U' F' B' L' F2 R2 U2 D' B R' B' R L2 U2 D2,x2,R' F2 D F',R2 D R' U R D' R2,B' R' U2 R B,L2 D' U B2 D,L' U' L F' L F L',R' F' L F' L' F2 R,U2 B' R B' L2 B R' B' L2 B2,45
U' L2 R F2 R2 F' R L' D F2 R2 L2 D B' D2 B F' D F B2,x2,L' D2 B F2 L' D,B2 R2 B R2 B,L' U2 L2 U' L',R B' R' B,U' B L' U' L B',L F2 R' F' R F' L',U2 L2 U F' B L2 F B' U L2 U',44
R2 B F' U2 F' D' U2 B R' D B F' R2 U L' F2 R L2 D R U2 B D2 R' F,x2,F L B' D R2,F2 D2 B' D L' D F2,U2 L U L',U' B U' R B' R' B',D' L U' L' D,L' U2 L F R U2 R' F' L' U2 L,U L' B R' U2 L F' L R2 D2 R2 F L' R,53
U L' R2 F' R' L U' L' D F2 R F2 B2 D2 R U' L B2 U L F U2,x2,R' B' D R' F D2,F L2 F' L2 F',R' U2 B' U B R,R' F R' F' R2,U' F2 D R2 D' F2,U2 B' U2 B2 U B2 U B2 U2 B',U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2,53
R F' R B' R U F2 L U' R2 D' L F' R2 U2 D2 B' U F L2 F' R2 D',x2,F' L' U2 B D B F',B U B' F' U' F,B' U2 R' U R U' B,B U B',U2 F L F L' F',U B' R B2 R' U2 R' U2 R B',U B' R B' L2 B R' B' L2 B2 U2,50
R2 L2 U2 B D' R F2 D2 F' B L2 U' D2 L D2 B F' L B2 F R B' R,x2,F L2 D' B F2,F' R' F2 U' R F,L U2 F U' F' U L',B2 U' B U B2,U' B' F U' B F',L' U' L B L' B' U B L B',F' L F L' R' F L R' F L' F' R2,51
B R' D2 B2 L2 D F2 L2 U' D' F2 L2 U' L' U2 R' F' R' U2 D2 L',x2,B' D R F D B L,U R' U' R2 U2 R',D' L U2 L' D,L F2 D R' D' F2 L',R' F U F' R,U L F' L' U' L U F U' L',F2 L2 U' L2 D F2 D' F2 U F2 U2,51
B' D' U' B2 R U' L F2 U2 R' U2 L R' B F' U F' R2 F2 B' D' U' B',x2,R B' U R2 F2 L',U2 R' F R F2 U' F,D2 F' U' F D2,U B' U B2 U B',B F U B' U2 F',L F' U' F2 U' F2 U2 F U' L',L' R' U2 L R F U' B U2 F' U B' U2,53
B2 L2 D2 F' B' D2 R' D2 B2 L2 B2 R2 U2 B' U' D2 F' B D2 R2 L' F2 L' D' B2,x2,L F2 D L2 R' B D,L U' F2 L' F2,L U' F U2 F' U L',R' U R,U F U L U' L' F',U2 F B' U' R' U R B U F',L' B R' U2 L F' L R2 D2 R2 F L' R U2,53
R' F' U2 B R' F L2 B2 D U L2 F L' U' F' U R2 B2 L2 D R D' L,x2,F D L' B D2 B2,U' B' R U2 R' B,D' L U L' D,R' F U' F' R,B' R2 D' F D R2 B,U F' L' U' L2 U F U' F' L' F,R2 B2 R F R' B2 R F' R U2,50
F D' R2 U' F' B D2 U2 R D B2 F R L2 F2 B2 R' D B2 F' D' F R2 U,x2,D2 R' F R' B D B2,U2 L F2 L' F2,B' L' B2 L B,B L' B L B2,L2 U2 L' U2 L2,F' U' F U F R' F' R,U' U' F2 D' L2 U L2 F2 D R2 U' R2 U',48
L2 D F2 D2 L R D2 R' D' R U' D2 L2 D2 F U' L' U D2 R L2 B L',x2,L F R' D L R',U' R U R',D' B' U' B D,B2 L2 B2 L2,D' L' U L D,U' F' U2 R' U' R2 B' R' B2 U' F B',U' L U' F R' F' L' F R F' U' L U2 L' U2,51
B U R2 L' U2 D2 L' R2 B F' R' D' R2 F' B' L2 D' R D R2 U R',x2,U2 F2 D' R B,R U' R',U' B2 L' B2 L,B' R B R2 U' R,F U2 F' L' U' L,U F R U R2 U' R F' R' U R,U' L' U2 L F R U' R' U' F' U' L F' L' F U2,52
L' R F R D' U B' F U2 B D2 R2 L' D F L' F B' D2 B' R' B F2 D',x2,F' R' B' F L' D',R2 B2 R2 B2,L2 D L' U L D' L2,U2 R2 F R F' U2 R,U' B L' U2 L B',U F L' U2 L U2 L F2 L' F,L' U2 L F R U' R' U' F' U' L F' L' F U',55
L B' D F U2 B' D' F' B U2 R2 B' U R2 B2 D B F R2 D R',x2,R' F2 D' B' D2 L',U' R U R',U2 L2 D L' U L D' L2,B L' B L B2,F L2 F L2 U' F',R B2 L' B' L B' R',U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,51
B2 U D' B' D' L2 D R2 B2 L2 B' F2 D' F2 D2 U' R D L' B2 L F2 L U' F',x2,L2 D' L' F' D' F',U F' U' F,R B' R2 U2 R B,U2 B L' B L B' U B',U' B2 L2 B2 L2,U2 F2 D' B L2 B' D F U2 F,L R U2 R' U' R U2 L' U R' U2,50
F B R2 U2 L' D L' B F' U' D2 F' B R2 D B' R' L' F' B2 U2 D2 L F,x2,D2 B L2 R' D,B' R B2 U' B' U2 R',L U L',U R' U2 F R' F' R2,U2 F L F' L' F',F2 B' R F' R B U2 B' R F' B,F2 L2 U' L2 D F2 D' F2 U F2 U',50
B' D' B2 L2 D B L D' B2 F2 D2 L' B2 D' L2 D L' U2 F2 U R D',x2,D' R B' U' F2 D2,R D2 B U B' D2 R',R' U2 R B' U' B,F R' F2 U2 F R,F R U' R2 F R F2,U L F' U' F2 U' F2 U2 F U' L',U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',58
F R U F' D F2 L D R U' B2 U2 D L2 U2 F2 U' B R' D L R2,x2,L R2 D B F2 R,R U2 F R F' R',L' U2 L2 U L',R' U' R,F U F',F2 R2 B' R2 F' R B2 U2 B' R' F',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,49
F' L' D' R2 F2 B2 U' D2 L' D2 B' D2 B' U2 F B' U' F D U R2 D' F2 B,x2,U' L' B F' D',R2 B U B' U' R2,D' R' U2 R D,U2 R' B' R' B R,F D R2 D' U2 F',U B' U' B U F' B L' B' L F,U2 L R U2 R' U' R U2 L' U R' U2,51
L' R' B D' R2 U F' L' F' B2 U' D' B' U' L2 R' D L' U' B D2 U',x2,D R F D2 R' B,U R U B' R B R2,F' L2 F L2,B U B',L2 D' B2 D L2,U F' U B L U L' U' F B',U' R2 B2 R F R' B2 R F' R U2 U',47
F R' L' D2 R' D2 U2 L' U' B F U L2 B F L R2 F B2 D2 R F2 D2 F',x2,R2 F' U L B' R,U2 F D R D' F',R B2 R' U' B2 U B2,R2 U2 B' R2 B U2 R2,R' D' F D R,U' L F' U' F2 U' F2 U2 F U' L',F2 U' L R' F2 L' R U' F2 U2,52
L2 R2 B2 L2 D' U2 F2 B' D R2 B L2 F R U' F B' R' D B2 U2,x2,D2 F' U' B L',R U2 R',U2 F' L2 F L2,F R' U' R F',U F2 U R U' R' F2,L F2 R' F' R F' L',U' F2 L2 U' L2 D F2 D' F2 U F2,43
D2 F' D2 B' F R F' B' L' F L' F2 D R' U2 B2 U2 R D2 L2 B2,x2,B L R B' D' B2,D' F U' F' D,F2 L2 F L2 F,F' L2 B2 L B2 L F,L F' L' F,L' B L F' L' B' L F,U' F2 D' L2 U L2 F2 D R2 U' R2 U',47
B2 F2 L' U L' D2 B2 L' U2 L U' L' B' U' L F' L' B D' U L2 R2 U L,x2,B2 L' D B F,R U2 B' R B R2,L U2 F U F' U2 L',U R' U B' U2 B R,B' U B2 L2 B' L2,F2 D' B L2 B' D F U2 F,U' L' U2 L F R U' R' U' F' U' L F' L' F U,56
F' B2 D F L B U2 L' D2 F B D2 F2 U2 D2 L D2 R' D F,x2,F' L R' B L' F',U2 B' R2 B R2,L2 F2 R' F' R F' L2,B U' B',D' U2 L U' L' D,R B2 L' B' L B' R',U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,49
F2 D2 F' B' U' L2 B L D B D' B R2 D' F' U' R2 F B2 D' U R2,x2,R' D2 F D2 F',U2 L2 F2 L' F2 L',B' R' U' R U' B,B2 U B' U' B2,F U2 L U L' F',U B' U' B U F' B L' B' L F,U2 L R U2 R' U' R U2 L' U R' U,51
F2 U2 R' B2 F D U2 L' B' R2 U2 B F' L2 F2 B' D2 U L2 F',x2,D2 B' U' L' B F L',L' R U' L R',F' L2 F L2,B L U2 L' U B',F U2 F D R2 D' F2,U' L' U' L B L' B' U B L B',B2 R U' L U2 R' U L' R2 B2 R2 U B2,53
B2 R' B D R' F U' D' R B2 F' D F U' F' B R F' U F' U F2 U R2,x2,L B2 D' R' F' L',R U2 F R F' R',B' U' B,R' F' U2 F R B U B',F U2 F' L' U' L,L D2 R2 F R2 D2 L2 B L,B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U',53
R L' F2 D2 F2 U R B' U B F' D' F' B' L D' B' D' R U2 L2 D' B2,x2,U2 F' D' R' F,R U' R' U' R U R',U L U L',R2 B' R2 B,R' F2 R F2,U2 R' U' F' U F' L F L' F R,U L U' F R' F' L' F R F' U' L U2 L' U,50
R2 U' F' U' L' D' R L2 F' U' R F' R' B' D' F' U R' U' B2 U2,x2,L2 B' D L',U' F2 U' F' U F2,U B' U' B,R' B' U2 B R,L' U L,B' U' R' U R B,U' R2 B2 R F R' B2 R F' R U2,39
R' B2 R F' L' R U2 F2 R2 U R' D2 R2 L2 U' B2 L F2 D' F R D' U',x2,F2 U2 B L' D L',R2 U B' U' B R2,B2 R B R2 U2 R B,U R' F R' F' R2,L' D2 R D2 U L,B L U L' U' B',L R U2 R' U' R U2 L' U R' U',48
R U2 D F2 D' R B U B' L D' R2 B2 L' U2 D F R' L2 B2 L' F2 L B,x2,D' L F R' F',U' R U2 R',U' B2 R2 F R F' R B2,D L U L' D',L' B L' B' L2,R U R' U R U2 R',U' L' B R' U2 L F' L R2 D2 R2 F L' R U2,49
U' L' R2 F2 L2 D B2 L' U2 B2 L F U F' B2 R U2 L2 F2 D2 F' L2,x2,B D2 L' R',F' U2 F U' R U R',B' R' U' R2 B' R' B2,D L U' L' D',U' L' U' L,F2 R2 B' R2 F' R B2 U2 B' R' F',U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,53
F2 D B L2 F2 U R' L' D2 L2 U2 F' L B2 L D' L2 B2 U' R',x2,F2 U L D2 B2 F',U2 F U F2 U2 F,B' F' U' F U2 B,R2 U2 B' R' B U2 R2,L' B U2 B' L,B L F U2 F' U L' B' R' U2 R,R' U L' U R U2 F R B2 R' F' B2 U L U,56
B2 R' U D' R F B' R' L2 D2 F' U D' F2 B' L2 R B2 F L' U,x2,B D B D2 B,U' F U2 F2 U' F,U B' R B' R' B U' B,R U R2 U2 R,L' B' U' B U2 L,U R' F U F2 U F2 U2 F' U R,U U' F2 D' L2 U L2 F2 D R2 U' R2 U,54
L2 R2 B U2 F2 B2 D' U2 B' U R B' L' F2 U' R2 L2 D' R' D2 R2 F B R2 U,x2,R2 F R' B L D,U F' R' F R F,F' L F2 U2 F' L',D' F2 L2 F2 L2 D,U' F U F',R' F' R B R' U' F U R B',U' F2 D' L2 U L2 F2 D R2 U' R2 U',50
F2 U' L2 F' B2 R' U2 B' F2 D L R' B' R2 D F2 R2 F2 R' F2 U,x2,L F D' U' F2 R',U' B2 R B2 U2 R',B' U B,F2 D R D' F2,F U2 F',B' R2 F R F' R B,L' R' U2 L R F U' B U2 F' U B' U',43
F' D' B2 D R2 F' B' L2 F2 L R B2 F D L' B R' L2 B L' R D2 L' R,x2,D B2 U' L' B F',B U' B2 R B U2 R',L U2 L',R' U' R,F R' F R F2,U B L F U2 F' U L' B' R' U2 R,F2 U' L R' F2 L' R U' F2 U2 U2,47
R' F L U2 L2 B L' F U2 R2 F D U L2 U R' F2 L F2 U' L2,x2,B D2 R B' L' B D,F' U B' R B R' F,L U2 F U F' U2 L',D B' U2 B D',U2 R' U F2 R F2,U F B' U R U' R' F' U' B,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,58
B2 U2 L R2 F' L D L2 F' U B2 D R' D2 U2 F' D L2 R2 U2 B2 F2,x2,D2 F' D' L B F2 D',,B' U B,R B' R' B2 U B',F U' F',L F R' F R F2 L',U2 L2 U F' B L2 F B' U L2 U' U,38
R2 L2 U L B2 U' F2 B' L D' U2 R' B' R2 U R U' B' U' R2,x2,F U L2 R2 B,R D B U' B' D' U R',L2 F2 D R' D' F2 L2,R' F' U2 F U' R,B' U2 B L' U' L,B' R2 F R F' R B,L' R' U2 L R F U' B U2 F' U B' U',52
B2 D' B2 R' U R' F2 L' F U R' L' B' F2 U2 F U L F' D2 F2 R B' F2 D,x2,L2 F' D' R' B F D,U R' U R F' U' F,B' L' B L U B,U2 R' U2 F' U' F U' R,B2 L' B2 U2 L,U2 F R U' B U B' U R' U' F',U L' R' U2 L R F U' B U2 F' U B' U,58
