scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
U' R D' R' D' U F' L R F2 U F L2 R2 B' F2 U D' R2 L D' B2 F2 L,x2,L U2 B' R D,U2 B' U' B,F U F' R' U' R,L F' U2 F L',L' U2 B' U B U' L,U' B L F U2 F' U L' B' R' U2 R,U2 B2 D F2 D R2 F D B' D2 F D' B' U' U,54
F' L2 B F D U F2 U D2 F L2 D' U' F2 R B U' D' L2 B',x2,D2 R' F2 D' R2,R B2 R' B2,R U' R2 U' R,F' U' F,B' D2 F' D2 B,U B' U' B U F' B L' B' L F,L' B R' U2 L F' L R2 D2 R2 F L' R,46
F2 R2 B2 F' R D2 L B2 R2 U D2 B' R2 U2 L2 R B2 R2 D2 R U' B L2 F',x2,L' U' F R' B D' L2,L B U B' U' L',B U2 B2 R B R',D2 L U2 L' D2,B2 L2 B2 L2,U2 F2 B' R F' R B U2 B' R F' B,U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B,54
R' D' R2 B2 F2 D' L2 R' B2 F2 L D L2 R' B' U2 D R D' B F2,x2,R2 U' L' B F2 L,L2 U F U' F' L2,B' R B R',R U2 B U' B' U R',U2 F' U2 F2 U' F',,U' L' B R' U2 L F' L R2 D2 R2 F L' R U',44
U2 R D' L2 D B' L R2 F2 D L' D2 R' U' B R B2 U B' L' U D' F' U2 D2,x2,L' B' F' L D L2 B,B' R' U2 R U' B,U B U B',B U' R U2 R' B',F U' F',U2 B' R' U' R U R' U' R U B,U2 F2 U' L R' F2 L' R U' F2 U2 U2,49
R2 D R F U' R' D B F' D L B2 L2 R2 U2 F' D' U R B,x2,F R' B' D' L' B,U' R' B' U' B R,U R' U2 F' U' F U' R,B' R B2 U2 B' U R',U2 B L' U' L B',U L D2 R2 F R2 D2 L2 B L,U' B' R B' L2 B R' B' L2 B2 U2,54
D2 L2 R2 B F U F' R' D' L2 F2 B2 R' L F2 R' L' F' L' U R B',x2,R' F' D L F2 R',U2 L2 D L' U L D' L2,F' U2 F R' U' R,B' F2 U B U' F2,U2 F U F',R U R' U R U2 R',U2 R2 B2 R F R' B2 R F' R U2 U',49
L' F2 L' U' R2 B2 F2 L B2 L D2 L2 R' D U R D F L2 R2,x2,L2 F D' F R,L2 D L' U L D' L2,R' U2 F R' F' R2,R U2 R' F' U' F,L2 U L U' L2,U2 F' L' U' L2 U F U' F' L' F,U,41
U F' U' R2 B' U' F L' U2 B U R' U R B' D B F' L B',x2,B D2 B' D B R,B' U2 B U B' U' B,U2 B R B' R' B',B' D' R D B,L' U2 L F U F',U' F B' U R U' R' F' U' B,U L2 U F' B L2 F B' U L2 U' U2,52
B D' B2 L2 D' B' U R2 D R' U' B' D2 F' L' D F' D' F L2 D2 B2 F' D,x2,L' U L' U B F2,L U L',B2 U' F' U B2 F,R' U2 B' R2 B U2 R,U' B L' U' L B',F U' B' U F' U' B,U B2 R U' L U2 R' U L' R2 B2 R2 U B2,49
D' F2 L B D2 B2 F2 D B2 F U B2 F2 D B U' L2 F R2 D2 U B2,x2,L R2 F' L' D',F' U L2 F L2,R U2 R' B U B',F2 R U2 R' F' U2 F2,U2 L' B' R' U R B L,F R' F' R U2 F2 L F L' F,F' L F L' R' F L R' F L' F' R2,53
U2 L2 D2 B' L2 D2 B2 R2 U2 F' U F2 U2 B D2 U2 L2 D' U2 R,x2,U2 F2 R2 D L,U B' U' R' U2 R U2 B,B' U2 B2 U B',B' U' R2 B R2,F' D' L2 D F2 U F',U F2 D' B L B' D F L' U' L F,U B2 D F2 D R2 F D B' D2 F D' B' U',56
F R B' F2 D B2 R2 L' D2 U' B D' R' U' D' B' R2 B2 R B L' B2,x2,B F2 L' D B F' D,B2 R B R2 U R U2 B,U' L' B U L B',U' B2 R B2 U2 R',B L' B2 U' B U2 L,B' R B R' U' R' U R,U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',57
F2 U' B2 U D B2 U F' U2 F2 U2 D' R U2 D' B' U2 B2 F' U',x2,L2 F R D' F R,U' B' U' B,U B U2 B' U' B U B',F' R' U2 F2 R F,L' F' L' F L,U' L D2 R2 F R2 D2 L2 B L,U U' F2 D' L2 U L2 F2 D R2 U' R2 U,52
L U2 L' U' F U L' D' U' L2 R2 F2 B2 U2 D2 R B2 F2 U2 B' R' L',x2,B2 F2 R D',L2 D F2 D' L2,U B U2 B' U' B U B',U2 B' R2 B R2,R' D' F D R,F R2 B2 R' B R' F' U2 R B R',U L U' F R' F' L' F R F' U' L U2 L' U',53
L' F2 U' D F2 U2 D' R2 B2 D' L2 U2 D B F2 D2 B2 R U L B2,x2,D' F2 L R' B F D,L F U2 F' U L',D B' U B D',F' L F' L' F2,B' L B' L' B L',B U' F' U B' U' F,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,51
F L2 U' L D F B' D' R2 L2 B' L B2 R' F2 R2 L' F' U L2 D2,x2,F2 D L R B D',R' U' L R U' L',R' U' F' U2 F U2 R,B U2 B2 R2 B R2,F' D' L' D F,U2 B' R B R' U2 B2 L' B' L B',U B2 D F2 D R2 F D B' D2 F D' B' U',55
U L U2 B' R' L2 B U B2 U' R2 B D2 R2 B2 L' F2 L U B U' D2 F,x2,L B2 F2 D',U2 B U2 B2 U' B,R2 B' R2 B,L' U2 L F' U' F,U L2 B2 R B R' B L2,U F R U R' U' R U R' U' F',R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U,54
B2 U L2 D2 B F2 U' L U' D' B L B' D2 R F' R2 B2 R2 D2 U2 B2,x2,L' B' R B F,U L2 B L2 B',B U' B',U F' R' F R F,U' F U F',U2 F' L' U' L2 U F U' F' L' F,L' U2 L F R U' R' U' F' U' L F' L' F,48
R2 D' F' B' R U2 R2 L U R' D2 U L2 B' U2 L2 R B' F R2 B D F2 R2,x2,L' B D F',D F U2 F' D',B U2 B',L F2 L' F2,U' F R U R2 F R F2,U2 F U R2 D R' U' R D' R2 F',B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,50
F' L D B' L D' B' F' R2 L2 F R' D2 F2 B' L U' B2 L2 U' F2 U2 B2 U' L,x2,F2 D F' L D2,U L U' L',U' R U2 R2 U' R2 U' R',U' F' U' F,B D' L U' L' D B',U' L' U2 L2 F' L' F L' U2 L,U' L U' F R' F' L' F R F' U' L U2 L' U,53
B2 F' R' D' U' L2 R' B' D F2 L2 R' F2 U D2 B2 D B' F2 D B' U' F' B U2,x2,B2 F' D F' L' B' D,D2 F' U F D2,B L U L' U B',B' R2 B R' U2 R',F U' R' U2 R F',U2 F B' U' R' U R B U F',U B' R B' L2 B R' B' L2 B2,50
U' R U B' R2 F U B' U2 B' R F L F2 D' U' L D R U2 R2 L' D2,x2,B' L U R2 F D' B,B2 U' B' U B2,R' U2 F' U F U' R,U' F D R D' F',L2 B2 L2 B2,F' B' L' D2 F2 U2 F2 D2 B2 L F B,U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,54
B' U2 F' D2 F D2 F' R D2 B F' D' L' D U B2 L' D2 B' U2 L D2 B' F U',x2,U2 L' B D2 B',D B' U B D',R' F' U2 F R,B' U2 R B U2 R',B L2 B' L2,U F R2 B2 R' B R' F' U2 R B R',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,53
D2 U2 F B2 L B U' B' F2 D L U B' R L' B2 U' L' D' B' U L U,x2,R U' B' F L' R,U B' U R' U2 R B,D2 L' U' L D2,D2 L U2 L' D2,U' L' U' L,B' U' R' U R B,L2 U F' B L2 F B' U L2 U' U2,44
U2 F' L' F2 R' D' B' R' U D F' R L F2 B' U2 R2 D' L' F2,x2,F2 D L' B D R2,B' R B' R' B U' B,D L U' L' D',U' R2 D B2 D' R2,F L F' L' U' F',B U' F' U B' U' F,L' R' U2 L R F U' B U2 F' U B',49
R' U2 L' F2 B2 R F U2 L R D' B2 F2 R U2 D2 F2 R' D U2 L R D',x2,U2 B2 U' L2 F' R',B' L' B' L B,B2 U2 R B' R' U2 B2,R F R U' F' R',U' L' B U2 B' L,F' B' L' D2 F2 U2 F2 D2 B2 L F B,U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2,56
B U2 L D' L2 D2 R' F U2 D2 F2 D2 R B' L2 R B' R' U2 R L,x2,L' B' R D2 B2,B' U2 B U' L U L',F R2 F' R2,U2 B2 R2 B R2 B,L2 U' L2 B' U B L2,F2 B' R F' R B U2 B' R F' B,U U' B2 D' F2 D' L2 F' D' B D2 F' D B,54
L F' U B D R' L' B' D R2 U' D2 F' B' R L B L R' B2 L D2 L',x2,D2 U R' F D L',U L' U2 L2 U L',U2 R' U' R,F' R' F' R F,L' B' R' U R B L,L F R' F R F2 L',L U' F R' F' L' F R F' U' L U2 L' U',49
F U' B L' F' R2 B2 R' L F' L2 U B U2 D' R D R D R2 U' L2 R2 U',x2,D F' L2 D L,B2 U' R' U R B2,U2 R' U' R,U R2 B' R' B U2 R',F' D' L' D F,U2 L' B' U' B2 U B' L B U' B',U2 F2 L2 U' L2 D F2 D' F2 U F2 U',50
F2 U2 B D L D2 F2 R L2 B2 R2 U' B2 D L F B2 U F2 B2 U,x2,R2 D R D2 B,U L U' L',U R' U2 R,U L' R U' L R',L' U' L F' L F L',U2 R B R' F' R U B' U' R' F,U2 L' R' U2 L R F U' B U2 F' U B' U,51
L' F2 L2 D2 L2 B2 L2 B' U' R2 F2 B' U' R2 D' L F B2 R' U2 B F2 U,x2,L D' F' L' D2,B2 D' B U' B' D B2,R' F' U2 F R,U B' U B R U R',D' L U' L' D,F R U R' U' R U R' U' F',U L R U2 R' U' R U2 L' U R' U',51
F D2 R2 L B' D' L D' L U' F2 R' B D U' B2 U D2 L' R F' U2 R B' F',x2,L' D2 B F D B,B U' B' L U L',B U2 B2 R B R',D2 B' U2 B D2,U2 B' F U' B F',U L F R F' L2 F U R' U' F' L,,41
D' U2 F' R2 L' U' L F' R2 B2 U' D F2 L2 B D' B2 L B2 U' F' B' R' F' D,x2,L' B D F2 D2 F2,B' L' B L U B,B U2 B' U R' U' R,U' R F R' F' R',L' U2 L F U F',L2 F2 R' F D F' D' R F2 L2,B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U',56
D' L' B2 R2 D U L2 R2 U F' B D' R' L B F2 U2 F2 L B' D2 R2,x2,B2 R' U F R',B' L' B2 L B,U' B' D' R' D B,R U2 R' U F' U' F,U' B' F U' B F',U' R' U' F' U F' L F L' F R,U' L2 U F' B L2 F B' U L2 U',51
L' R' B2 R U B' R' B2 U' D' R B' R2 F D2 R L2 U L2 F,x2,B2 L' D' F L R,U L U L',R' F R' F' R2,D' R U' R' D,F R' F R F' U F',U' R B R' F' R U B' U' R' F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,53
D R' U F U' R2 F U' B' F2 D2 L R B2 R2 U D B2 U D2 B' U' B U R2,x2,F R' F2 L' D,L F U2 F' U L',U' B U2 B2 R B R',U R2 D B2 D' R2,U' R' F U F' R,U F U R2 D R' U' R D' R2 F',R2 B2 R F R' B2 R F' R U2 U',52
R2 B2 R F2 D U L U' F B' U' F2 L' D B F U' F' U' L2 R2,x2,U2 B2 D2 B R,B' R' U2 R U2 B,U' R' U' R,R B U B' U R',U2 L' F' L' F L,F' U B U' F U B',L' B R' U2 L F' L R2 D2 R2 F L' R,47
R2 B F' R2 D2 R2 D2 U B' D2 R2 F R F' D2 U L2 R' U D' R2 D2 F',x2,R' B D F' D2 L,D' L U L' D,R' U2 B' R' B R,U' R U F U' F' R',L' B' U' B U' L,B' R B2 R' U2 R' U2 R B',U2 L' B R' U2 L F' L R2 D2 R2 F L' R U,54
B' F2 R2 B F' R2 B L F2 R' D R' D2 L' D2 B2 F2 L2 D' R2 D' L' R D' F2,x2,L D2 L' R' D,U2 L2 B L2 B',R' U R' U2 B' R2 B U2 R2,R2 B2 R2 B2,L' U B' U2 B L,F2 R2 B' R2 F' R B2 U2 B' R' F',U2 L' U2 L F R U' R' U' F' U' L F' L' F U,56
R' U' R F' B' L2 D2 B' L U2 B2 R' U' L' U' L' R2 F D2 R' U2 D',x2,L2 F2 R' D F,L F U2 F' U L',U2 B2 R B2 R',U' F U2 F2 U' F,U2 B' F U' B F',R U R' U' R' F R F',U R2 B2 R F R' B2 R F' R U2 U,48
R' D F' L' U B2 L B' D B' U F' D R' F' R F2 L2 U' B2 D B' U2 L R2,x2,L' F' D L2,R B2 R' B2,D2 B U2 B' D2,U2 R' U2 R2 U R',U' F U2 R' F R F2,U' F B' U' R' U R B U F',B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,51
F' D' U2 R2 L2 U' B' D L2 R F2 U2 L' B F L' U2 F R2 D',x2,L2 R2 F R D' R2,F' U2 F L U L',R' U2 R,F' U F U' F' U' F,U2 F U' F',F2 D' B L2 B' D F U2 F,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U',50
L' U' D2 L B2 L' D U' F' B U2 B R' F D' L B F2 U' L' B2,x2,F' U' L2 B D B,F2 D2 B2 D2 F2,U R' U' F R' F' R2,U2 B2 R2 B2 R2,F' L F L',U R' F' R B R' U' F U R B',R2 B2 R F R' B2 R F' R U2,48
D U' R2 L F D2 U' F' D' B U' R' U R D' F R' B' U2 F' B2,x2,B U' B2 L' F',U' B' U2 R' U' R U' B,U L' B2 L B2,D B' R2 B R2 D',L2 U2 L' U2 L2,L F2 R' F' R F' L',U' L R U2 R' U' R U2 L' U R' U',48
D' B' L' U F2 L2 F U B' D L' B2 U2 B' R2 L2 F' R2 B2 L D',x2,R' B' L D' B,B' U R' U2 R U2 B,U2 R U2 R2 U' R,U B' F' U B U F,F L F L' F',R' F R F' U' F' U F,U L' U2 L F R U' R' U' F' U' L F' L' F U2,54
R' F' U L' R F2 B2 R' U' F2 B D2 U2 R U' D2 L2 D B L' R D' F L2,x2,L2 D' F' D' B2,L2 F2 R' F' R F' L2,U B' U2 B2 U B',B' R U2 R' B,U R' F U2 F' R,U' R' F U F2 U F2 U2 F' U R,U2 R' U L' U R U2 F R B2 R' F' B2 U L U,56
B' F' D B2 R2 U2 B' R B' D' F' R D L2 U2 D B U L B2 R2 D2,x2,F' U B' D2 L2,D2 R U2 R' D2,R' U' R U' R' U' R,F' R' U2 F2 R F,R' U R F U F',U F2 R2 B' R2 F' R B2 U2 B' R' F',R2 F2 D2 L2 F' B' D2 R2 F' B' U',52
